Timestamp(ms),Current(uA)
39033.77,7.968
39033.78,7.924
39033.79,8.055
39033.8,7.968
39033.81,8.055
39033.82,7.968
39033.83,8.231
39033.84,8.187
39033.85,8.099
39033.86,8.362
39033.87,8.231
39033.88,8.231
39033.89,8.143
39033.9,8.055
39033.91,7.968
39033.92,7.968
39033.93,7.968
39033.94,7.924
39033.95,7.968
39033.96,7.880
39033.97,7.968
39033.98,7.837
39033.99,7.924
39034,7.880
39034.01,8.055
39034.02,8.055
39034.03,8.231
39034.04,8.143
39034.05,8.187
39034.06,8.012
39034.07,8.012
39034.08,7.924
39034.09,7.968
39034.1,7.880
39034.11,7.837
39034.12,7.793
39034.13,7.880
39034.14,7.749
39034.15,7.837
39034.16,7.705
39034.17,7.749
39034.18,7.749
39034.19,7.530
39034.2,7.662
39034.21,7.399
39034.22,7.662
39034.23,7.837
39034.24,7.837
39034.25,7.618
39034.26,7.443
39034.27,7.662
39034.28,7.837
39034.29,7.749
39034.3,7.705
39034.31,7.705
39034.32,7.924
39034.33,7.837
39034.34,7.793
39034.35,7.705
39034.36,7.793
39034.37,7.924
39034.38,7.880
39034.39,7.793
39034.4,7.749
39034.41,7.837
39034.42,7.837
39034.43,7.749
39034.44,7.530
39034.45,7.574
39034.46,7.443
39034.47,7.749
39034.48,7.924
39034.49,8.099
39034.5,8.099
39034.51,8.274
39034.52,8.318
39034.53,8.406
39034.54,8.493
39034.55,8.318
39034.56,8.318
39034.57,8.449
39034.58,8.406
39034.59,8.493
39034.6,8.406
39034.61,8.406
39034.62,8.274
39034.63,8.231
39034.64,8.274
39034.65,8.143
39034.66,8.055
39034.67,8.231
39034.68,8.187
39034.69,8.012
39034.7,8.187
39034.71,8.055
39034.72,8.055
39034.73,8.099
39034.74,7.968
39034.75,8.012
39034.76,7.968
39034.77,8.012
39034.78,7.880
39034.79,8.187
39034.8,7.968
39034.81,8.099
39034.82,8.143
39034.83,7.968
39034.84,7.793
39034.85,7.968
39034.86,8.012
39034.87,7.837
39034.88,7.924
39034.89,7.880
39034.9,7.968
39034.91,7.837
39034.92,7.924
39034.93,7.793
39034.94,7.880
39034.95,8.012
39034.96,8.143
39034.97,8.143
39034.98,8.231
39034.99,8.231
39035,8.143
39035.01,8.187
39035.02,8.318
39035.03,8.274
39035.04,8.231
39035.05,8.143
39035.06,8.187
39035.07,8.099
39035.08,8.231
39035.09,8.099
39035.1,8.274
39035.11,8.187
39035.12,8.143
39035.13,8.055
39035.14,8.012
39035.15,7.924
39035.16,8.143
39035.17,8.187
39035.18,8.187
39035.19,8.187
39035.2,8.187
39035.21,8.187
39035.22,8.187
39035.23,8.274
39035.24,8.274
39035.25,8.143
39035.26,8.143
39035.27,8.143
39035.28,8.055
39035.29,8.143
39035.3,8.055
39035.31,8.055
39035.32,8.099
39035.33,8.055
39035.34,7.968
39035.35,7.968
39035.36,8.055
39035.37,8.055
39035.38,7.880
39035.39,8.143
39035.4,7.968
39035.41,7.837
39035.42,7.924
39035.43,7.880
39035.44,7.837
39035.45,7.880
39035.46,7.968
39035.47,7.837
39035.48,7.705
39035.49,7.749
39035.5,7.793
39035.51,7.618
39035.52,7.705
39035.53,7.618
39035.54,7.705
39035.55,7.705
39035.56,7.705
39035.57,7.574
39035.58,7.618
39035.59,7.574
39035.6,7.662
39035.61,7.530
39035.62,7.705
39035.63,7.618
39035.64,7.705
39035.65,7.705
