Timestamp(ms),Current(uA)
40961.13,8.231
40961.14,8.231
40961.15,8.274
40961.16,8.055
40961.17,8.055
40961.18,8.187
40961.19,8.099
40961.2,8.143
40961.21,8.318
40961.22,8.099
40961.23,8.187
40961.24,8.187
40961.25,8.274
40961.26,8.143
40961.27,8.231
40961.28,8.274
40961.29,8.274
40961.3,8.187
40961.31,8.362
40961.32,8.099
40961.33,8.099
40961.34,8.099
40961.35,7.924
40961.36,8.055
40961.37,8.012
40961.38,8.012
40961.39,7.924
40961.4,8.012
40961.41,8.099
40961.42,7.880
40961.43,7.880
40961.44,7.968
40961.45,7.968
40961.46,7.924
40961.47,8.012
40961.48,7.924
40961.49,7.880
40961.5,7.924
40961.51,7.793
40961.52,7.837
40961.53,7.793
40961.54,7.793
40961.55,7.793
40961.56,7.793
40961.57,7.793
40961.58,7.749
40961.59,7.793
40961.6,7.749
40961.61,7.662
40961.62,7.618
40961.63,7.618
40961.64,7.749
40961.65,7.705
40961.66,7.705
40961.67,7.837
40961.68,7.705
40961.69,7.749
40961.7,7.618
40961.71,7.837
40961.72,7.837
40961.73,7.749
40961.74,7.837
40961.75,7.705
40961.76,7.705
40961.77,7.749
40961.78,7.705
40961.79,7.749
40961.8,7.662
40961.81,7.749
40961.82,7.662
40961.83,7.793
40961.84,7.880
40961.85,7.793
40961.86,7.530
40961.87,7.705
40961.88,7.705
40961.89,7.662
40961.9,7.662
40961.91,7.443
40961.92,7.574
40961.93,7.618
40961.94,7.618
40961.95,7.662
40961.96,7.618
40961.97,7.662
40961.98,7.618
40961.99,7.793
40962,7.749
40962.01,7.705
40962.02,7.837
40962.03,7.705
40962.04,7.705
40962.05,7.618
40962.06,7.749
40962.07,7.618
40962.08,7.662
40962.09,7.837
40962.1,7.749
40962.11,7.705
40962.12,7.749
40962.13,7.837
40962.14,7.705
40962.15,7.662
40962.16,7.837
40962.17,7.880
40962.18,7.924
40962.19,8.012
40962.2,7.968
40962.21,7.968
40962.22,7.968
40962.23,8.012
40962.24,8.099
40962.25,7.968
40962.26,8.274
40962.27,8.099
40962.28,8.012
40962.29,8.099
40962.3,8.012
40962.31,8.099
40962.32,8.143
40962.33,8.055
40962.34,7.968
40962.35,7.968
40962.36,8.187
40962.37,7.793
40962.38,7.924
40962.39,7.793
40962.4,7.793
40962.41,7.837
40962.42,7.880
40962.43,7.968
40962.44,7.880
40962.45,7.880
40962.46,7.837
40962.47,7.749
40962.48,7.968
40962.49,7.880
40962.5,7.880
40962.51,8.055
40962.52,7.880
40962.53,8.187
40962.54,8.055
40962.55,8.055
40962.56,7.968
40962.57,8.187
40962.58,8.143
40962.59,8.055
40962.6,7.968
40962.61,8.143
40962.62,8.187
40962.63,8.143
40962.64,8.187
40962.65,8.143
40962.66,8.187
40962.67,8.143
40962.68,8.012
40962.69,8.099
40962.7,8.187
40962.71,7.924
40962.72,7.968
40962.73,8.012
40962.74,8.012
40962.75,7.968
40962.76,8.143
40962.77,8.055
40962.78,8.099
40962.79,8.187
40962.8,8.012
40962.81,8.012
40962.82,7.968
40962.83,8.012
40962.84,7.924
40962.85,7.924
40962.86,7.880
40962.87,7.837
40962.88,7.880
40962.89,7.968
40962.9,8.012
40962.91,8.099
40962.92,8.055
40962.93,8.012
40962.94,8.012
40962.95,8.143
40962.96,8.012
40962.97,8.012
40962.98,7.968
40962.99,8.143
40963,8.143
40963.01,8.099
40963.02,8.143
40963.03,8.012
40963.04,8.099
40963.05,7.924
40963.06,8.012
40963.07,7.968
40963.08,7.837
40963.09,7.924
40963.1,7.968
40963.11,7.924
40963.12,7.880
40963.13,7.968
40963.14,7.924
40963.15,8.012
40963.16,8.012
40963.17,7.837
40963.18,7.880
40963.19,7.924
40963.2,7.880
40963.21,7.837
40963.22,7.793
40963.23,7.793
40963.24,7.793
40963.25,7.574
40963.26,7.662
40963.27,7.487
40963.28,7.487
40963.29,7.487
40963.3,7.399
40963.31,7.530
40963.32,7.487
40963.33,7.574
40963.34,7.574
40963.35,7.530
40963.36,7.662
40963.37,7.574
40963.38,7.749
40963.39,7.880
40963.4,7.793
40963.41,7.880
40963.42,7.924
40963.43,7.968
40963.44,8.055
40963.45,7.968
40963.46,8.012
40963.47,7.924
40963.48,7.968
40963.49,7.924
40963.5,7.837
40963.51,7.968
40963.52,7.837
40963.53,7.924
40963.54,7.968
40963.55,7.837
40963.56,7.968
40963.57,8.012
40963.58,8.099
40963.59,7.880
40963.6,8.055
40963.61,7.968
40963.62,8.099
40963.63,7.749
40963.64,7.968
40963.65,8.012
40963.66,8.012
40963.67,7.924
40963.68,8.012
40963.69,8.012
40963.7,7.968
40963.71,8.187
40963.72,8.099
40963.73,8.012
40963.74,7.924
40963.75,7.837
40963.76,7.837
40963.77,7.793
40963.78,7.880
40963.79,7.880
40963.8,7.924
40963.81,8.012
40963.82,8.099
40963.83,8.143
40963.84,7.880
40963.85,7.880
40963.86,8.143
40963.87,8.055
40963.88,7.968
40963.89,8.055
40963.9,8.012
40963.91,7.968
40963.92,7.924
40963.93,7.880
40963.94,7.924
40963.95,7.880
40963.96,8.012
40963.97,7.837
40963.98,7.968
40963.99,7.837
40964,7.924
40964.01,7.793
40964.02,7.880
40964.03,7.793
40964.04,7.880
40964.05,7.705
40964.06,7.749
40964.07,7.793
40964.08,7.837
40964.09,7.662
40964.1,7.662
40964.11,7.749
40964.12,7.662
40964.13,7.705
40964.14,7.880
40964.15,7.618
40964.16,7.749
40964.17,7.618
40964.18,7.662
40964.19,7.662
40964.2,7.618
40964.21,7.618
40964.22,7.749
40964.23,7.749
40964.24,7.924
40964.25,7.968
40964.26,7.837
40964.27,7.880
40964.28,7.793
40964.29,7.618
40964.3,7.705
40964.31,7.837
40964.32,7.705
40964.33,7.793
40964.34,7.705
40964.35,7.618
40964.36,7.530
40964.37,7.662
40964.38,7.793
40964.39,7.793
40964.4,7.924
40964.41,7.924
40964.42,8.012
40964.43,7.880
40964.44,7.924
40964.45,7.749
40964.46,7.837
40964.47,7.968
40964.48,7.968
40964.49,7.924
40964.5,7.880
40964.51,8.055
40964.52,7.924
40964.53,8.143
40964.54,8.055
40964.55,8.274
40964.56,8.143
40964.57,8.099
40964.58,8.187
40964.59,8.143
40964.6,8.143
40964.61,8.099
40964.62,8.099
40964.63,8.012
40964.64,8.012
40964.65,7.968
40964.66,8.012
40964.67,8.012
40964.68,8.055
40964.69,8.012
40964.7,7.968
40964.71,8.055
40964.72,7.968
40964.73,8.187
40964.74,8.012
40964.75,8.143
40964.76,8.187
40964.77,8.187
40964.78,8.187
40964.79,8.012
40964.8,7.924
40964.81,8.012
40964.82,7.880
40964.83,7.880
40964.84,8.012
40964.85,7.968
40964.86,8.055
40964.87,8.012
40964.88,7.749
40964.89,7.705
40964.9,7.837
40964.91,7.793
40964.92,7.793
40964.93,7.662
40964.94,7.837
40964.95,7.618
40964.96,7.574
40964.97,7.487
40964.98,7.662
40964.99,7.880
40965,7.705
40965.01,7.618
40965.02,7.530
40965.03,7.662
40965.04,7.618
40965.05,7.574
40965.06,7.574
40965.07,7.662
40965.08,7.880
40965.09,7.487
40965.1,7.574
40965.11,7.618
40965.12,7.705
40965.13,8.012
40965.14,7.837
40965.15,7.837
40965.16,7.837
40965.17,7.924
40965.18,7.968
40965.19,7.837
40965.2,7.837
40965.21,7.837
40965.22,7.880
40965.23,7.968
40965.24,7.793
40965.25,7.837
40965.26,7.924
40965.27,7.837
40965.28,7.662
40965.29,7.837
40965.3,7.749
40965.31,7.793
40965.32,7.793
40965.33,7.793
40965.34,7.793
40965.35,7.924
40965.36,7.924
40965.37,7.837
40965.38,7.837
40965.39,8.012
40965.4,7.968
40965.41,7.924
40965.42,7.749
40965.43,7.968
40965.44,8.012
40965.45,7.880
40965.46,7.793
40965.47,7.793
40965.48,7.837
40965.49,7.924
40965.5,7.880
40965.51,7.793
40965.52,7.793
40965.53,8.012
40965.54,7.968
40965.55,8.055
40965.56,7.968
40965.57,7.968
40965.58,8.099
40965.59,7.968
40965.6,8.099
40965.61,7.880
40965.62,7.968
40965.63,8.055
40965.64,8.143
40965.65,8.099
40965.66,8.143
40965.67,8.012
40965.68,8.143
40965.69,8.099
40965.7,8.012
40965.71,7.968
40965.72,7.924
40965.73,7.924
40965.74,8.055
40965.75,8.055
40965.76,8.055
40965.77,8.099
40965.78,8.143
40965.79,8.055
40965.8,7.968
40965.81,7.924
40965.82,7.924
40965.83,7.793
40965.84,7.880
40965.85,7.880
40965.86,7.749
40965.87,7.705
40965.88,7.618
40965.89,7.574
40965.9,7.705
40965.91,7.662
40965.92,7.705
40965.93,7.793
40965.94,7.837
40965.95,7.837
40965.96,7.837
40965.97,7.924
40965.98,7.924
40965.99,7.880
40966,7.880
40966.01,8.012
40966.02,8.187
40966.03,7.924
40966.04,7.837
40966.05,7.880
40966.06,7.880
40966.07,8.143
40966.08,8.187
40966.09,8.099
40966.1,7.924
40966.11,8.143
40966.12,8.012
40966.13,7.968
40966.14,8.012
40966.15,8.099
40966.16,8.012
40966.17,8.099
40966.18,8.012
40966.19,8.187
40966.2,7.924
40966.21,7.924
40966.22,7.968
40966.23,7.924
40966.24,7.837
40966.25,7.924
40966.26,7.749
40966.27,7.793
40966.28,7.749
40966.29,7.968
40966.3,8.187
40966.31,8.099
40966.32,8.099
40966.33,8.055
40966.34,8.055
40966.35,8.143
40966.36,7.793
40966.37,7.924
40966.38,8.012
40966.39,8.012
40966.4,7.968
40966.41,8.012
40966.42,8.012
40966.43,8.055
40966.44,7.880
40966.45,7.924
40966.46,7.924
40966.47,8.055
40966.48,7.793
40966.49,7.880
40966.5,7.837
40966.51,7.837
40966.52,7.968
40966.53,7.793
40966.54,7.837
40966.55,7.749
40966.56,7.705
40966.57,7.880
40966.58,7.837
40966.59,7.968
40966.6,8.099
40966.61,8.055
40966.62,8.231
40966.63,8.187
40966.64,8.274
40966.65,8.318
40966.66,8.318
40966.67,8.231
40966.68,8.274
40966.69,8.406
40966.7,8.493
40966.71,8.449
40966.72,8.318
40966.73,8.274
40966.74,8.274
40966.75,8.187
40966.76,8.362
40966.77,8.231
40966.78,8.362
40966.79,8.231
40966.8,8.143
40966.81,8.143
40966.82,8.231
40966.83,8.055
40966.84,8.055
40966.85,8.055
40966.86,8.012
40966.87,7.924
40966.88,7.968
40966.89,7.793
40966.9,7.837
40966.91,7.924
40966.92,8.187
40966.93,8.099
40966.94,8.012
40966.95,8.012
40966.96,7.880
40966.97,8.012
40966.98,7.924
40966.99,7.793
40967,7.662
40967.01,7.705
40967.02,7.749
40967.03,7.837
40967.04,7.968
40967.05,7.880
40967.06,7.793
40967.07,7.793
40967.08,7.749
40967.09,7.837
40967.1,7.793
40967.11,7.837
40967.12,7.793
40967.13,7.880
40967.14,7.749
40967.15,7.793
40967.16,7.837
40967.17,7.618
40967.18,7.662
40967.19,7.749
40967.2,7.837
40967.21,7.749
40967.22,7.924
40967.23,7.924
40967.24,7.968
40967.25,8.055
40967.26,8.187
40967.27,8.055
40967.28,8.143
40967.29,8.099
40967.3,8.012
40967.31,7.837
40967.32,8.055
40967.33,7.924
40967.34,7.968
40967.35,7.924
40967.36,8.055
40967.37,7.924
40967.38,8.012
40967.39,7.793
40967.4,7.837
40967.41,7.837
40967.42,7.749
40967.43,7.749
40967.44,7.793
40967.45,7.837
40967.46,7.837
40967.47,7.880
40967.48,7.880
40967.49,7.968
40967.5,7.924
40967.51,8.012
40967.52,7.793
40967.53,7.968
40967.54,7.880
40967.55,7.924
40967.56,7.749
40967.57,7.705
40967.58,7.793
40967.59,7.837
40967.6,7.793
40967.61,7.837
40967.62,7.968
40967.63,7.837
40967.64,8.012
40967.65,7.880
40967.66,7.924
40967.67,7.793
40967.68,7.968
40967.69,7.880
40967.7,7.968
40967.71,7.968
40967.72,8.187
40967.73,7.924
40967.74,7.924
40967.75,7.880
40967.76,7.968
40967.77,7.837
40967.78,7.793
40967.79,7.749
40967.8,7.837
40967.81,7.924
40967.82,7.968
40967.83,8.012
40967.84,8.099
40967.85,7.924
40967.86,8.012
40967.87,8.055
40967.88,7.880
40967.89,7.837
40967.9,7.837
40967.91,7.749
40967.92,7.749
40967.93,7.924
40967.94,7.749
40967.95,7.705
40967.96,7.705
40967.97,7.837
40967.98,7.837
40967.99,8.012
40968,7.968
40968.01,7.968
40968.02,7.880
40968.03,8.099
40968.04,8.099
40968.05,8.099
40968.06,7.968
40968.07,7.880
40968.08,7.924
40968.09,7.880
40968.1,7.749
40968.11,7.924
40968.12,7.924
40968.13,8.099
40968.14,8.099
40968.15,8.055
40968.16,8.143
40968.17,7.968
40968.18,8.143
40968.19,8.231
40968.2,8.099
40968.21,8.143
40968.22,7.968
40968.23,7.968
40968.24,7.968
40968.25,8.012
40968.26,7.968
40968.27,7.968
40968.28,8.187
40968.29,8.012
40968.3,7.924
40968.31,7.880
40968.32,7.924
40968.33,8.012
40968.34,8.187
40968.35,8.143
40968.36,8.274
40968.37,8.187
40968.38,8.143
40968.39,8.099
40968.4,8.099
40968.41,8.143
40968.42,8.143
40968.43,8.274
40968.44,8.231
40968.45,8.231
40968.46,8.274
40968.47,8.187
40968.48,7.968
40968.49,7.968
40968.5,7.968
40968.51,8.055
40968.52,8.055
40968.53,7.968
40968.54,7.924
40968.55,7.880
40968.56,7.880
40968.57,8.012
40968.58,7.705
40968.59,7.705
40968.6,7.749
40968.61,7.530
40968.62,7.618
40968.63,7.662
40968.64,7.574
40968.65,7.618
40968.66,7.618
40968.67,7.880
40968.68,8.055
40968.69,7.968
40968.7,8.012
40968.71,8.055
40968.72,8.099
40968.73,7.968
40968.74,8.099
40968.75,8.012
40968.76,7.968
40968.77,7.924
40968.78,8.012
40968.79,7.968
40968.8,8.012
40968.81,7.924
40968.82,8.055
40968.83,7.968
40968.84,7.837
40968.85,7.880
40968.86,7.837
40968.87,7.880
40968.88,7.924
40968.89,7.837
40968.9,7.793
40968.91,7.924
40968.92,8.099
40968.93,7.880
40968.94,8.012
40968.95,7.837
40968.96,7.837
40968.97,8.012
40968.98,7.924
40968.99,7.924
40969,8.012
40969.01,8.099
40969.02,8.099
40969.03,7.880
40969.04,8.055
40969.05,8.012
40969.06,8.143
40969.07,8.099
40969.08,8.143
40969.09,8.143
40969.1,8.055
40969.11,8.055
40969.12,8.187
40969.13,8.099
40969.14,8.231
40969.15,7.968
40969.16,8.012
40969.17,8.012
40969.18,7.924
40969.19,7.968
40969.2,8.055
40969.21,7.924
40969.22,7.880
40969.23,8.012
40969.24,7.924
40969.25,7.837
40969.26,7.705
40969.27,7.618
40969.28,7.924
40969.29,7.837
40969.3,7.924
40969.31,7.837
40969.32,7.793
