Timestamp(ms),Current(uA)
41472.15,7.793
41472.16,7.793
41472.17,7.705
41472.18,7.705
41472.19,7.749
41472.2,7.662
41472.21,7.793
41472.22,7.749
41472.23,7.793
41472.24,7.924
41472.25,7.662
41472.26,7.618
41472.27,7.618
41472.28,7.618
41472.29,7.705
41472.3,7.749
41472.31,7.618
41472.32,7.793
41472.33,8.012
41472.34,8.187
41472.35,8.099
41472.36,7.968
41472.37,8.012
41472.38,8.012
41472.39,8.143
41472.4,8.012
41472.41,7.924
41472.42,7.837
41472.43,7.705
41472.44,7.793
41472.45,8.012
41472.46,7.793
41472.47,7.968
41472.48,8.143
41472.49,8.231
41472.5,8.143
41472.51,8.143
41472.52,8.143
41472.53,8.143
41472.54,8.187
41472.55,8.143
41472.56,8.143
41472.57,8.362
41472.58,8.187
41472.59,7.968
41472.6,8.055
41472.61,8.012
41472.62,7.968
41472.63,8.099
41472.64,7.968
41472.65,7.924
41472.66,7.968
41472.67,7.968
41472.68,7.793
41472.69,7.837
41472.7,7.837
41472.71,7.880
41472.72,7.880
41472.73,7.880
41472.74,7.924
41472.75,7.880
41472.76,8.055
41472.77,8.099
41472.78,8.012
41472.79,7.968
41472.8,7.880
41472.81,7.705
41472.82,8.055
41472.83,7.837
41472.84,7.793
41472.85,7.793
41472.86,7.968
41472.87,7.924
41472.88,8.012
41472.89,7.924
41472.9,8.012
41472.91,7.880
41472.92,8.055
41472.93,7.880
41472.94,7.924
41472.95,7.880
41472.96,8.012
41472.97,8.012
41472.98,8.012
41472.99,7.924
41473,7.924
41473.01,8.012
41473.02,7.924
41473.03,8.099
41473.04,7.968
41473.05,8.012
41473.06,7.924
41473.07,7.705
41473.08,7.662
41473.09,7.749
41473.1,7.618
41473.11,7.574
41473.12,7.530
41473.13,7.355
41473.14,7.662
41473.15,7.618
41473.16,7.924
41473.17,7.880
41473.18,7.924
41473.19,7.705
41473.2,7.837
41473.21,7.662
41473.22,7.662
41473.23,7.837
41473.24,7.749
41473.25,7.880
41473.26,7.618
41473.27,7.749
41473.28,7.924
