Timestamp(ms),Current(uA)
38804.56,8.362
38804.57,8.406
38804.58,8.449
38804.59,8.449
38804.6,8.318
38804.61,8.231
38804.62,8.274
38804.63,8.187
38804.64,8.187
38804.65,8.274
38804.66,8.143
38804.67,7.968
38804.68,8.231
38804.69,8.231
38804.7,8.143
38804.71,8.055
38804.72,8.099
38804.73,8.187
38804.74,8.012
38804.75,7.968
38804.76,8.012
38804.77,8.012
38804.78,8.055
38804.79,7.968
38804.8,8.143
38804.81,8.143
38804.82,8.143
38804.83,8.012
38804.84,8.012
38804.85,8.055
38804.86,8.012
38804.87,7.880
38804.88,7.968
38804.89,7.749
38804.9,7.837
38804.91,7.749
38804.92,7.793
38804.93,7.837
38804.94,7.880
38804.95,7.749
38804.96,7.880
38804.97,7.924
38804.98,7.880
38804.99,7.880
38805,7.924
38805.01,8.055
38805.02,7.705
38805.03,8.012
38805.04,8.012
38805.05,8.055
38805.06,7.880
38805.07,7.837
38805.08,7.924
38805.09,7.924
38805.1,7.837
38805.11,7.880
38805.12,7.793
38805.13,7.880
38805.14,8.012
38805.15,7.880
38805.16,7.793
38805.17,8.012
38805.18,7.924
38805.19,7.924
38805.2,7.793
38805.21,7.793
38805.22,7.837
38805.23,7.880
38805.24,8.012
38805.25,7.793
38805.26,7.793
38805.27,7.968
38805.28,7.880
38805.29,7.968
38805.3,7.837
38805.31,8.012
38805.32,7.924
38805.33,7.880
38805.34,7.880
38805.35,8.012
38805.36,8.055
38805.37,8.143
38805.38,8.055
38805.39,7.968
38805.4,8.012
38805.41,7.880
38805.42,7.880
38805.43,7.924
38805.44,7.793
38805.45,7.793
38805.46,7.793
38805.47,7.924
38805.48,8.012
38805.49,7.968
38805.5,7.749
38805.51,7.880
38805.52,7.837
38805.53,7.793
38805.54,7.880
38805.55,7.793
38805.56,8.012
38805.57,7.880
38805.58,8.012
38805.59,8.099
38805.6,7.968
38805.61,8.187
38805.62,7.968
38805.63,8.099
38805.64,8.055
38805.65,7.968
38805.66,7.924
38805.67,8.187
38805.68,8.143
38805.69,8.274
38805.7,8.274
38805.71,8.274
38805.72,8.055
38805.73,8.187
38805.74,8.055
38805.75,8.055
38805.76,8.143
38805.77,8.055
38805.78,8.099
38805.79,8.231
38805.8,8.055
38805.81,8.099
38805.82,8.099
38805.83,8.012
38805.84,8.143
38805.85,8.187
38805.86,7.968
38805.87,8.099
38805.88,8.055
38805.89,7.924
38805.9,7.880
38805.91,7.924
38805.92,7.793
38805.93,7.793
38805.94,8.012
38805.95,7.968
38805.96,8.012
38805.97,7.968
38805.98,7.968
38805.99,7.968
38806,8.055
38806.01,8.099
38806.02,8.055
38806.03,8.012
38806.04,8.012
38806.05,7.880
38806.06,7.968
38806.07,7.968
38806.08,8.012
38806.09,7.924
38806.1,7.880
38806.11,8.012
38806.12,7.837
38806.13,8.012
38806.14,8.012
38806.15,8.099
38806.16,8.055
38806.17,8.143
38806.18,8.099
38806.19,8.187
38806.2,8.318
38806.21,8.362
38806.22,8.274
38806.23,8.274
38806.24,8.231
38806.25,8.143
38806.26,8.274
38806.27,8.143
38806.28,8.187
38806.29,8.231
38806.3,8.187
38806.31,8.099
38806.32,8.187
38806.33,8.274
38806.34,8.274
38806.35,8.143
38806.36,8.143
38806.37,8.099
38806.38,8.362
38806.39,8.231
38806.4,8.231
38806.41,8.318
38806.42,8.318
38806.43,8.274
38806.44,8.187
38806.45,8.318
38806.46,8.318
38806.47,8.274
38806.48,8.406
38806.49,8.318
38806.5,8.362
38806.51,8.274
38806.52,8.318
38806.53,8.187
38806.54,8.055
38806.55,7.793
38806.56,8.012
38806.57,8.012
38806.58,7.968
38806.59,8.012
38806.6,7.924
38806.61,7.924
38806.62,7.924
38806.63,7.880
38806.64,8.012
38806.65,7.793
38806.66,7.749
38806.67,7.880
38806.68,7.924
38806.69,8.143
38806.7,8.055
38806.71,8.055
38806.72,8.012
38806.73,7.968
38806.74,7.793
38806.75,7.880
38806.76,8.012
38806.77,8.143
38806.78,8.187
38806.79,8.143
38806.8,8.143
38806.81,8.055
38806.82,7.924
38806.83,8.012
38806.84,8.012
38806.85,8.055
38806.86,8.012
38806.87,7.793
38806.88,7.793
38806.89,8.012
38806.9,7.924
38806.91,8.055
38806.92,8.012
38806.93,7.837
38806.94,7.968
38806.95,7.924
38806.96,7.837
38806.97,7.837
38806.98,7.793
38806.99,7.618
38807,7.793
38807.01,7.749
38807.02,7.880
38807.03,7.793
38807.04,7.924
38807.05,7.924
38807.06,7.924
38807.07,7.837
38807.08,7.924
38807.09,7.968
38807.1,7.793
38807.11,7.880
38807.12,7.837
38807.13,7.968
38807.14,7.924
38807.15,7.924
38807.16,8.099
38807.17,7.837
38807.18,8.012
38807.19,7.924
38807.2,7.924
38807.21,7.837
38807.22,7.837
38807.23,7.924
38807.24,7.880
38807.25,7.837
38807.26,7.705
38807.27,7.793
38807.28,7.880
38807.29,7.880
38807.3,7.793
38807.31,7.880
38807.32,7.705
38807.33,7.880
38807.34,7.793
38807.35,7.837
38807.36,8.012
38807.37,8.012
38807.38,8.012
38807.39,7.880
38807.4,7.793
38807.41,7.880
38807.42,7.837
38807.43,7.793
38807.44,7.793
38807.45,7.924
38807.46,7.924
38807.47,7.924
38807.48,7.837
38807.49,7.793
38807.5,7.793
38807.51,7.968
38807.52,7.880
38807.53,7.968
38807.54,7.837
38807.55,7.837
38807.56,7.880
38807.57,7.880
38807.58,7.924
38807.59,7.837
38807.6,7.793
38807.61,7.705
38807.62,7.574
38807.63,7.662
38807.64,7.662
38807.65,7.662
38807.66,7.487
38807.67,7.487
38807.68,7.530
38807.69,7.662
38807.7,7.837
38807.71,8.099
38807.72,8.187
38807.73,8.187
38807.74,8.362
38807.75,8.449
38807.76,8.362
38807.77,8.231
38807.78,8.231
38807.79,8.012
38807.8,8.099
38807.81,8.012
38807.82,7.924
38807.83,7.924
38807.84,8.099
38807.85,7.968
38807.86,7.968
38807.87,8.055
38807.88,7.968
38807.89,7.924
38807.9,7.924
38807.91,7.837
38807.92,7.705
38807.93,7.530
38807.94,7.749
38807.95,7.837
38807.96,7.749
38807.97,7.749
38807.98,7.837
38807.99,7.880
38808,7.880
38808.01,7.793
38808.02,7.880
38808.03,7.968
38808.04,8.099
38808.05,8.012
38808.06,8.012
38808.07,7.880
38808.08,7.968
38808.09,7.837
38808.1,7.793
38808.11,7.793
38808.12,7.924
